ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"WPML Translation ID","WPML Language Code","Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Shipping Class","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Product Type","Видимість товару","Категорії товарів","Позначки товарів","Пріоритети перекладу","Product Visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",Children
73,"Максі Фіш",,"Філадельфія фреш, Чіз-Фіш, Ніндзя, Маямі, Фудзі, Yappo рол","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/maksi-fish/,73,uk,0,,799,954,799,instock,,,69,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Максі-Фіш1.png,"Максі Фіш1",,,"Максі Фіш",https://dev.yapposushi.com/wp-content/uploads/2022/12/Максі-Фіш1.png,,simple,visible,"Акції>Рибні дні",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,maksi-fish,,,0,100,closed,closed,"2023-06-02 07:02:34",no,no,,no,1424,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:4:""1424"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
74,Маямі,,"ікра, кунжут, огірок, омлет, краб-крем, сир вершковий, лосось теріякі, рис, норі.","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/mayami/,74,uk,0,,159.00,159.00,,instock,,,27,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Маямі-2.png,Маямі,,,"Маямі рол",https://dev.yapposushi.com/wp-content/uploads/2022/12/Маямі-2.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,mayami,,,0,83,closed,closed,"2023-05-15 06:03:28",no,no,,no,227,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""227"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
75,"Море Філадельфій",,"Філадельфія, Філадельфія блек, Філадельфія в ікрі, Філадельфія у вугрі","2022-12-16 12:21:04",product,https://dev.yapposushi.com/product/more-filadelfij/,75,uk,0,,699.00,699.00,,instock,,,106,,https://dev.yapposushi.com/wp-content/uploads/2022/12/more_filadelfiy_nabir.jpg,more_filadelfiy_nabir,,,"Море Філадельфій",https://dev.yapposushi.com/wp-content/uploads/2022/12/more_filadelfiy_nabir.jpg,,simple,visible,Набори,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,more-filadelfij,,,0,3,closed,closed,"2023-04-04 11:30:21",no,no,,yes,984,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""984"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
76,"Морс зі смородини 0,5л",,,"2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/mors-zi-smorodyny-05l/,76,uk,0,,35.00,35.00,,instock,,,118,,https://dev.yapposushi.com/wp-content/uploads/2022/12/mors_zi_smorodiny.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/IMG_2461-1.png,mors_zi_smorodiny|IMG_2461,|,|,"Морс зі смородини 0,5л|Морс зі смородини 0,5л",https://dev.yapposushi.com/wp-content/uploads/2022/12/mors_zi_smorodiny.jpg,,simple,visible,Напої,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,mors-zi-smorodyny-05l,,,0,48,closed,closed,"2023-04-04 14:23:34",no,no,,no,500,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""500"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
77,Ніндзя,,"лосось копчений, сир вершковий, краб-крем, ікра, цибуля зелена, кунжут, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/nindzya/,77,uk,0,,169.00,169.00,,instock,,,7,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Ніндзя.png,Ніндзя,,,"Ніндзя рол",https://dev.yapposushi.com/wp-content/uploads/2022/12/Ніндзя.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,nindzya,,,0,105,closed,closed,"2023-06-05 11:04:24",no,no,,no,225,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""225"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
78,"Насолода набір",,"Вишневий рол, Екзотік рол, Тропік рол","2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/nasoloda-nabir/,78,uk,0,,279.00,279.00,,instock,,,50,,https://dev.yapposushi.com/wp-content/uploads/2022/12/nabir_nasoloda-1.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/Насолода--scaled.jpg,nabir_nasoloda|Насолода,|,|,"Насолода набір|Насолода набір",https://dev.yapposushi.com/wp-content/uploads/2022/12/nabir_nasoloda-1.jpg,,simple,visible,Десерти,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,nasoloda-nabir,,,0,104,closed,closed,"2023-04-04 11:30:22",no,no,,no,468,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""468"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
79,Овочевий,,"огірок, авокадо, салат айсберг, перець болгарський, рис, норі","2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/ovochevyj/,79,uk,0,,95.00,95.00,,instock,,,8,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Овочевий-3.png|https://dev.yapposushi.com/wp-content/uploads/2022/12/Овочевий-2.png,Овочевий|Овочевий,|,|,"Рол Овочевий|Рол Овочевий",https://dev.yapposushi.com/wp-content/uploads/2022/12/Овочевий-3.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,ovochevyj,,,0,121,closed,closed,"2023-06-05 11:13:39",no,no,,no,145,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""145"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
80,"Огірок міні рол",,"огірок, рис, норі.","2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/ogirok-mini-rol/,80,uk,0,,59.00,59.00,,instock,,,64,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Огірок-міні-рол-2.png,"Огірок міні рол",,,"Огірок міні рол",https://dev.yapposushi.com/wp-content/uploads/2022/12/Огірок-міні-рол-2.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,ogirok-mini-rol,,,0,135,closed,closed,"2023-04-04 11:30:22",no,no,,no,110,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""110"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
81,Freedom,,"Yappo з вугрем, Філадельфія Блек, 3 сири, Мідія Хот міні рол, Маямі, соус Унагі","2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/osinnij-miks/,81,uk,0,,599,710,599,instock,,,683,,https://dev.yapposushi.com/wp-content/uploads/2022/12/freedom-1-scaled.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/freedom-scaled.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/freedom-768x512-1.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/222.png,"Freedom|Freedom|freedom-768x512 (1)|222",|||,|||,"||Сет Freedom|",https://dev.yapposushi.com/wp-content/uploads/2022/12/freedom-1-scaled.jpg,,simple,visible,Акції|Набори,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,osinnij-miks,,,0,18,closed,closed,"2023-05-01 10:46:09",no,no,,no,1200,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,3289,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:4:""1200"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
82,"Пікантний лосось",,"лосось теріякі, сир вершковий, ікра, салат айсберг, медовий соус, рис, норі","2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/pikantnyj-losos/,82,uk,0,,169.00,169.00,,instock,,,12,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Пікантний-лосось-2.png,"Пікантний лосось",,,"Рол Пікантний лосось",https://dev.yapposushi.com/wp-content/uploads/2022/12/Пікантний-лосось-2.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,pikantnyj-losos,,,0,107,closed,closed,"2023-06-05 11:06:23",no,no,,no,230,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""230"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
83,Пінкі,,"ікра, сир вершковий, краб-крем, огірок, омлет, шинка, спайсі соус, рис, норі.","2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/pinki/,83,uk,0,,169.00,169.00,,instock,,,0,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Філадельфія-в-ікрі-3.png,"Філадельфія в ікрі",,,"Рол Філадельфія в ікрі",https://dev.yapposushi.com/wp-content/uploads/2022/12/Філадельфія-в-ікрі-3.png,,simple,hidden,"Холодні Роли",,,hidden,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,pinki,,,0,108,closed,closed,"2023-04-04 11:30:22",no,no,,no,280,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""280"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
84,"Пепсі 0,5л",,,"2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/pepsi-05l/,84,uk,0,,30.00,30.00,,instock,,,12,,https://dev.yapposushi.com/wp-content/uploads/2022/12/pepsi05.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/пеепси-0.5.png,"pepsi05|пеепси 0.5",|,|,"Пепсі 0,5л|Пепсі 0,5л",https://dev.yapposushi.com/wp-content/uploads/2022/12/pepsi05.jpg,,simple,visible,Напої,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,pepsi-05l,,,0,39,closed,closed,"2023-04-04 14:06:59",no,no,,no,500,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""500"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
85,"Пепсі 1л",,,"2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/pepsi-1l/,85,uk,0,,45.00,45.00,,instock,,,24,,https://dev.yapposushi.com/wp-content/uploads/2022/12/pepsi05.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/пепси-1л.png,"pepsi05|пепси 1л",|,|,"Пепсі 0,5л|Пепсі 1л",https://dev.yapposushi.com/wp-content/uploads/2022/12/pepsi05.jpg,,simple,visible,Напої,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,pepsi-1l,,,0,43,closed,closed,"2023-04-04 14:12:42",no,no,,no,1000,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:4:""1000"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
86,"Пепсі блек 0,33л",,,"2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/pepsi-blek-zh-b-033l/,86,uk,0,,25.00,25.00,,instock,,,50,,https://dev.yapposushi.com/wp-content/uploads/2022/12/pepsi03.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/пепси-330-жб-зеро.png,"pepsi03|пепси 330 жб зеро",|,|,"Пепсі блек ж/б 0,33л|Пепсі блек ж/б 0,33л",https://dev.yapposushi.com/wp-content/uploads/2022/12/pepsi03.jpg,,simple,visible,Напої,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,pepsi-blek-zh-b-033l,,,0,32,closed,closed,"2023-06-05 12:19:20",no,no,,no,330,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""330"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
87,"Пепсі 0,33л",,,"2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/pepsi-zh-b-033l/,87,uk,0,,25.00,25.00,,instock,,,19,,https://dev.yapposushi.com/wp-content/uploads/2022/12/pepsi03_1.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/пепси-330-жб.png,"pepsi03_1|пепси 330 жб",|,|,"Пепсі ж/б 0,33л|Пепсі ж/б 0,33л",https://dev.yapposushi.com/wp-content/uploads/2022/12/pepsi03_1.jpg,,simple,visible,Напої,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,pepsi-zh-b-033l,,,0,31,closed,closed,"2023-06-05 12:20:23",no,no,,no,330,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""330"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
88,"Пепсі 0,33л скло",,,"2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/pepsi-sklo-033l/,88,uk,0,,30.00,30.00,,instock,,,2,,https://dev.yapposushi.com/wp-content/uploads/2022/12/pepsi03_2.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/пепси-ст-бу-330.png,"pepsi03_2|пепси ст бу 330",|,|,"Пепсі скло 0,33л|Пепсі скло 0,33л",https://dev.yapposushi.com/wp-content/uploads/2022/12/pepsi03_2.jpg,,simple,visible,Напої,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,pepsi-sklo-033l,,,0,47,closed,closed,"2023-06-05 12:21:51",no,no,,no,330,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""330"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
89,"Рамен з курчам",,"локшина удон, м'ясний бульйон, яйце, водорості вакаме, курка, морква, місо паста, бекон, норі, цибуля зелена, олія кунжутна","2023-03-30 07:01:05",product,https://dev.yapposushi.com/product/ramen-z-kurcham/,89,uk,0,,149.00,149.00,,instock,,,103,,https://dev.yapposushi.com/wp-content/uploads/2022/12/sup_ramen_z_kurcham.jpg,sup_ramen_z_kurcham,,,"Суп Рамен з курчам",https://dev.yapposushi.com/wp-content/uploads/2022/12/sup_ramen_z_kurcham.jpg,,simple,visible,Супи,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,ramen-z-kurcham,,,0,109,closed,closed,"2023-04-12 07:19:23",no,no,,no,430,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""430"";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
90,"Рамен з яловичиною",,"локшина удон, м'ясний бульйон, яйце, водорості вакаме, яловичина, бекон, місо паста, морква, норі, цибуля зелена, олія кунжутна","2023-03-30 07:02:05",product,https://dev.yapposushi.com/product/ramen-z-yalovychynoyu/,90,uk,0,,159.00,159.00,,instock,,,42,,https://dev.yapposushi.com/wp-content/uploads/2022/12/sup_ramen_z_yalovichinoy.jpg,sup_ramen_z_yalovichinoy,,,"Суп Рамен з яловичиною",https://dev.yapposushi.com/wp-content/uploads/2022/12/sup_ramen_z_yalovichinoy.jpg,,simple,visible,Супи,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,ramen-z-yalovychynoyu,,,0,113,closed,closed,"2023-04-12 07:18:42",no,no,,no,430,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""430"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
91,"Рис з морепродуктами",,"рис, креветка, лосось, мідії, вершковий соуc, кукурудза, перець болгарський, цибуля ріпчаста, олія, цибуля зелена","2023-03-30 07:00:05",product,https://dev.yapposushi.com/product/rys-z-moreproduktamy/,91,uk,0,,199.00,199.00,,instock,,,39,,https://dev.yapposushi.com/wp-content/uploads/2022/12/rys_z_moreproduktamy.jpg,rys_z_moreproduktamy,,,"Рис з морепродуктами",https://dev.yapposushi.com/wp-content/uploads/2022/12/rys_z_moreproduktamy.jpg,,simple,visible,Воки,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,rys-z-moreproduktamy,,,0,125,closed,closed,"2023-06-05 12:09:42",no,no,,no,400,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""400"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
92,"Рис з яйцем та курчам",,"рис, яйце, курка, квасоля стручкова, перець болгарський, цибуля ріпчаста, часник, соєвий соус, олія, кунжут, цибуля зелена","2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/rys-z-yajczem-ta-kurcham/,92,uk,0,,179.00,179.00,,instock,,,42,,https://dev.yapposushi.com/wp-content/uploads/2022/12/rys_z_yaytsem_ta_kurkoiy.jpg,rys_z_yaytsem_ta_kurkoiy,,,"Рис з яйцем та курчам",https://dev.yapposushi.com/wp-content/uploads/2022/12/rys_z_yaytsem_ta_kurkoiy.jpg,,simple,visible,Воки,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,rys-z-yajczem-ta-kurcham,,,0,126,closed,closed,"2023-06-05 12:13:05",no,no,,no,397,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""397"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
93,"Рис з яйцем та яловичиною",,"рис, яйце, яловичина, квасоля стручкова, перець болгарський, часник, соєвий соус, цибуля ріпчаста, олія, кунжут, цибуля зелена","2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/rys-z-yajczem-ta-yalovychynoyu/,93,uk,0,,189.00,189.00,,instock,,,11,,https://dev.yapposushi.com/wp-content/uploads/2022/12/rys_z_yaytsem_ta_kurkoiy-1.jpg,rys_z_yaytsem_ta_kurkoiy,,,"Рис з яйцем та яловичиною",https://dev.yapposushi.com/wp-content/uploads/2022/12/rys_z_yaytsem_ta_kurkoiy-1.jpg,,simple,visible,Воки,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,rys-z-yajczem-ta-yalovychynoyu,,,0,127,closed,closed,"2023-06-05 12:13:43",no,no,,no,397,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""397"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
94,"Сік Сандора 1л",,,"2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/sik-sandora-1l/,94,uk,0,,80.00,80.00,,instock,,,7,,https://dev.yapposushi.com/wp-content/uploads/2022/12/sandora.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/сандора-1л.png,"sandora|сандора 1л",|,|,"Сік Сандора 1л|Сік Сандора 1л",https://dev.yapposushi.com/wp-content/uploads/2022/12/sandora.jpg,,simple,visible,Напої,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,sik-sandora-1l,,,0,110,closed,closed,"2023-04-19 10:21:27",no,no,,no,1000,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:4:""1000"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
95,Сікоку,,"ікра, сир вершковий, вугор, лосось, тигрова креветка, які соус, рис, норі","2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/sikoku/,95,uk,0,,319.00,319.00,,instock,,,17,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Сікоку.jpg,Сікоку,,,"Сікоку рол",https://dev.yapposushi.com/wp-content/uploads/2022/12/Сікоку.jpg,,simple,visible,"Запечені Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,sikoku,,,0,36,closed,closed,"2023-04-04 11:30:22",no,no,,no,280,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""280"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
96,Сакура,,"сир вершковий, креветка тигрова, лосось, манго, авокадо, рис, норі","2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/sakura/,96,uk,0,,249.00,249.00,,instock,,,23,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Сакура-2.png,Сакура,,,"Рол Сакура",https://dev.yapposushi.com/wp-content/uploads/2022/12/Сакура-2.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,sakura,,,0,56,closed,closed,"2023-04-07 08:49:36",no,no,,no,280,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""280"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
97,"Сакура набір",,"Сакура, Філадельфія з копченим лососем, Філадельфія у вугрі, Самурай","2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/sakura-nabir/,97,uk,0,,779.00,779.00,,instock,,,13,,https://dev.yapposushi.com/wp-content/uploads/2022/12/sakura_nabir.jpg,sakura_nabir,,,"Сакура набір",https://dev.yapposushi.com/wp-content/uploads/2022/12/sakura_nabir.jpg,,simple,visible,Набори,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,sakura-nabir,,,0,16,closed,closed,"2023-04-04 11:30:22",no,no,,no,1027,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:4:""1027"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
98,Самурай,,"сир вершковий, вугор, Чука, ікра, медовий соус, сир, норі.","2022-12-16 12:15:05",product,https://dev.yapposushi.com/product/samuraj/,98,uk,0,,249.00,249.00,,instock,,,2,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Самурай-2.png,Самурай,,,"Самурай рол",https://dev.yapposushi.com/wp-content/uploads/2022/12/Самурай-2.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,samuraj,,,0,60,closed,closed,"2023-04-04 11:30:22",no,no,,no,240,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""240"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
